"name","gender","count","syllables"
"Liesl","F",1710,1
"Liette","F",5,2
"Lieu","F",12,1
"Lieutenant","M",200,3
"Liev","M",309,1
"Lieve","F",5,2
"Lieza","F",5,2
"Liezel","F",48,2
"Liezl","F",33,1
"Life","F",17,2
"Life","M",34,2
"Ligaya","F",60,2
"Lige","M",1280,2
"Ligeia","F",5,2
"Light","F",12,1
"Light","M",46,1
"Ligia","F",689,2
"Ligita","F",5,3
"Lihanna","F",65,3
"Lihi","F",12,2
"Liiam","M",11,1
"Liiban","M",6,2
"Liisa","F",427,2
"Lija","F",11,2
"Lijah","F",10,2
"Lijah","M",113,2
"Lijana","F",6,3
"Like","M",6,2
"Likesha","F",12,3
"Likhita","F",6,3
"Likhitha","F",5,3
"Likisha","F",67,3
"Likita","F",32,3
"Liko","M",17,2
"Lil","F",126,1
"Lila","F",65119,2
"Lila","M",57,2
"Lilabeth","F",6,3
"Lilac","F",156,2
"Lilagrace","F",7,4
"Lilah","F",13523,2
"Lilamae","F",57,3
"Lilan","F",31,2
"Lilana","F",75,3
"Lilandra","F",26,3
"Lilani","F",20,3
"Lilany","F",5,3
"Lilar","F",6,2
"Lilarose","F",13,4
"Lilas","F",327,2
"Lilbern","M",45,2
"Lilbert","M",10,2
"Lilborn","M",6,2
"Lilburn","M",713,2
"Lile","F",61,2
"Lile","M",31,2
"Lilea","F",22,2
"Lileah","F",24,2
"Lileana","F",43,3
"Lilee","F",799,2
"Lileeann","F",5,2
"Lileigh","F",219,2
"Liler","F",30,2
"Lilette","F",7,3
"Liley","F",70,2
"Lili","F",3394,2
"Lilia","F",12249,2
"Lilia","M",5,2
"Liliah","F",137,2
"Liliahna","F",93,3
"Liliam","F",16,2
"Lilian","F",16402,2
"Liliana","F",52678,3
"Liliana","M",157,3
"Lilianah","F",145,3
"Liliane","F",618,3
"Liliani","F",129,3
"Liliann","F",472,2
"Lilianna","F",6258,3
"Liliannah","F",39,3
"Lilianne","F",688,3
"Liliano","F",5,3
"Liliany","F",31,3
"Lilias","F",60,2
"Liliauna","F",69,3
"Lilibet","F",28,3
"Lilibeth","F",1385,3
"Lilica","F",5,3
"Lilie","F",1386,2
"Lilien","F",30,2
"Lilienne","F",60,3
"Lilieth","F",11,2
"Lilija","F",54,3
"Lilijana","F",54,4
"Lilika","F",22,3
"Lilikoi","F",46,3
"Lilinoe","F",122,3
"Liliona","F",11,3
"Lilirose","F",5,4
"Lilit","F",288,2
"Lilita","F",5,3
"Lilith","F",5128,2
"Lilium","F",47,2
"Liliuokalani","F",6,5
"Liliya","F",429,2
"Liliyana","F",60,3
"Liliyanna","F",5,3
"Lilja","F",167,2
"Lill","F",11,1
"Lilla","F",4222,2
"Lillah","F",132,2
"Lillain","F",28,2
"Lillan","F",104,2
"Lillar","F",104,2
"Lillard","M",540,2
"Lille","F",130,2
"Lillea","F",6,2
"Lilleah","F",6,2
"Lillee","F",884,2
"Lilleeana","F",5,3
"Lilleigh","F",132,2
"Liller","F",333,2
"Lillette","F",31,3
"Lilley","F",354,2
"Lilli","F",3031,2
"Lillia","F",2237,2
"Lilliah","F",143,2
"Lilliahna","F",86,3
"Lilliam","F",803,2
"Lillian","F",439193,2
"Lillian","M",1424,2
"Lilliana","F",15797,3
"Lillianah","F",83,3
"Lilliane","F",194,3
"Lilliangrace","F",5,4
"Lilliani","F",30,3
"Lilliann","F",904,2
"Lillianna","F",4927,3
"Lilliannah","F",56,3
"Lillianne","F",1029,3
"Lillianrose","F",12,4
"Lillias","F",194,2
"Lilliauna","F",103,3
"Lilliaunna","F",11,3
"Lillibeth","F",27,3
"Lillie","F",155610,2
"Lillie","M",873,2
"Lillieana","F",27,3
"Lillieann","F",140,2
"Lillieanna","F",105,3
"Lillieanne","F",31,3
"Lilliebell","F",15,3
"Lilliemae","F",262,3
"Lillien","F",267,2
"Lillienne","F",52,3
"Lillion","F",350,2
"Lilliona","F",110,3
"Lillionna","F",111,3
"Lillis","F",637,2
"Lillith","F",1246,2
"Lilliyan","F",10,2
"Lilliyn","F",5,2
"Lilly","F",55636,2
"Lilly","M",24,2
"Lillya","F",17,2
"Lillyah","F",5,2
"Lillyahna","F",63,3
"Lillyan","F",2205,2
"Lillyana","F",2770,3
"Lillyanah","F",47,3
"Lillyann","F",1972,2
"Lillyanna","F",2628,3
"Lillyannah","F",41,3
"Lillyanne","F",839,3
"Lillyauna","F",87,3
"Lillyaunna","F",11,3
"Lillybelle","F",17,4
"Lillybeth","F",64,3
"Lillye","F",60,2
"Lillyen","F",68,2
"Lillyian","F",78,2
"Lillyin","F",32,2
"Lillyjo","F",5,3
"Lillykate","F",5,4
"Lillymae","F",79,3
"Lillymay","F",5,3
"Lillyn","F",76,2
"Lillynn","F",31,2
"Lillyona","F",142,3
"Lillyonna","F",213,3
"Lillyrose","F",54,4
"Lillyth","F",86,2
"Lilo","F",150,2
"Liloa","M",5,2
"Lilou","F",206,2
"Lilton","M",209,2
"Lilu","F",147,2
"Lily","F",142335,2
"Lily","M",140,2
"Lilya","F",355,2
"Lilyah","F",30,2
"Lilyahna","F",142,3
"Lilyan","F",3967,2
"Lilyana","F",7346,3
"Lilyanah","F",198,3
"Lilyane","F",12,3
"Lilyani","F",31,3
"Lilyann","F",2587,2
"Lilyanna","F",3781,3
"Lilyannah","F",84,3
"Lilyanne","F",1289,3
"Lilyauna","F",118,3
"Lilyaunna","F",5,3
"Lilybelle","F",97,4
"Lilybeth","F",393,3
"Lilyen","F",40,2
"Lilygrace","F",111,4
"Lilyian","F",123,2
"Lilyiana","F",6,3
"Lilyin","F",20,2
"Lilykate","F",43,4
"Lilylynn","F",5,3
"Lilymae","F",124,3
"Lilymarie","F",59,4
"Lilymay","F",5,3
"Lilynn","F",8,2
"Lilyona","F",127,3
"Lilyonna","F",185,3
"Lilyrae","F",6,3
"Lilyrose","F",318,4
"Lilyth","F",208,2
"Lim","M",30,1
"Lima","F",130,2
"Limairy","F",7,3
"Limayri","F",16,3
"Limmie","F",33,2
"Limmie","M",300,2
"Limon","M",10,2
"Limor","F",28,2
"Limuel","M",104,2
"Lin","F",974,1
"Lin","M",838,1
"Lina","F",15768,2
"Lina","M",5,2
"Linae","F",42,2
"Linah","F",69,2
"Linard","M",235,2
"Linas","M",117,2
"Linay","F",5,2
"Linaya","F",59,2
"Linayah","F",17,2
"Linc","M",166,1
"Lincey","F",11,2
"Lincoln","F",998,2
"Lincoln","M",56393,2
"Lincon","M",72,2
"Lincy","F",159,2
"Lind","F",90,1
"Lind","M",29,1
"Linda","F",1452249,2
"Linda","M",3757,2
"Lindaa","F",5,2
"Lindaann","F",79,2
"Lindajean","F",18,3
"Lindajo","F",20,3
"Lindal","F",5,2
"Lindal","M",30,2
"Lindale","M",11,3
"Lindalee","F",340,3
"Lindall","M",10,2
"Lindalou","F",85,3
"Lindamaria","F",5,4
"Lindamarie","F",63,4
"Lindan","M",31,2
"Lindarose","F",5,4
"Lindasue","F",18,3
"Lindasy","F",27,3
"Linday","F",133,2
"Lindberg","M",231,2
"Lindbergh","M",473,2
"Lindburg","M",32,2
"Lindburgh","M",48,2
"Linde","F",442,2
"Lindee","F",390,2
"Lindel","F",16,2
"Lindel","M",340,2
"Lindell","F",357,2
"Lindell","M",2411,2
"Lindella","F",5,3
"Linden","F",1376,2
"Linden","M",3240,2
"Linder","F",302,2
"Linder","M",12,2
"Lindey","F",209,2
"Lindi","F",1078,2
"Lindia","F",438,2
"Lindie","F",370,2
"Lindita","F",40,3
"Lindiwe","F",6,3
"Lindle","M",53,2
"Lindley","F",847,2
"Lindley","M",627,2
"Lindly","F",5,2
"Lindo","M",57,2
"Lindol","M",6,2
"Lindola","F",13,3
"Lindon","M",1126,2
"Lindora","F",85,3
"Lindra","F",6,2
"Lindsae","F",17,2
"Lindsay","F",129374,2
"Lindsay","M",5130,2
"Lindse","F",10,2
"Lindsea","F",70,2
"Lindsee","F",257,2
"Lindsey","F",155788,2
"Lindsey","M",7699,2
"Lindsi","F",776,2
"Lindsie","F",969,2
"Lindsley","F",15,2
"Lindsley","M",15,2
"Lindsy","F",2126,2
"Lindsy","M",5,2
"Lindwood","M",69,2
"Lindy","F",8204,2
"Lindy","M",1776,2
"Lindyn","F",112,2
"Lindzee","F",97,2
"Lindzey","F",264,2
"Lindzi","F",46,2
"Lindzie","F",144,2
"Lindzy","F",204,2
"Linea","F",165,2
"Linell","F",293,2
"Linell","M",159,2
"Linelle","F",51,3
"Linen","F",5,2
"Linesha","F",6,3
"Linet","F",69,2
"Lineth","F",140,2
"Linett","F",37,2
"Linetta","F",114,3
"Linette","F",4205,3
"Linford","M",774,2
"Ling","F",190,1
"Ling","M",18,1
"Lingxi","F",10,2
"Lingyi","F",6,2
"Linh","F",1411,1
"Linh","M",213,1
"Linhchi","F",5,2
"Linie","F",5,2
"Linita","F",34,3
"Liniyah","F",5,2
"Link","M",1457,1
"Linken","M",297,2
"Linkin","M",1174,2
"Linkoln","M",350,2
"Linkon","M",182,2
"Linkyn","F",38,2
"Linkyn","M",145,2
"Linkynn","F",5,2
"Linlee","F",95,2
"Linleigh","F",40,2
"Linley","F",1117,2
"Linley","M",84,2
"Linly","F",5,2
"Linn","F",837,1
"Linn","M",1449,1
"Linna","F",826,2
"Linnae","F",295,2
"Linnaea","F",154,2
"Linnard","M",5,2
"Linnda","F",5,2
"Linne","F",29,2
"Linnea","F",8833,2
"Linneah","F",6,2
"Linnell","F",86,2
"Linnell","M",59,2
"Linnet","F",135,2
"Linnett","F",10,2
"Linnetta","F",15,3
"Linnette","F",1138,3
"Linnie","F",7899,2
"Linnie","M",711,2
"Linnis","M",5,2
"Linny","M",6,2
"Linnzi","F",17,2
"Lino","F",6,2
"Lino","M",3765,2
"Linora","F",18,3
"Linoshka","F",6,3
"Linoy","F",13,2
"Linsay","F",673,2
"Linsday","F",6,2
"Linsdey","F",19,2
"Linsee","F",11,2
"Linsey","F",5055,2
"Linsey","M",240,2
"Linsi","F",77,2
"Linsie","F",123,2
"Linsley","M",5,2
"Linson","M",10,2
"Linsy","F",251,2
"Linton","M",2340,2
"Linus","M",4389,2
"Linux","F",5,2
"Linux","M",33,2
"Linvel","M",33,2
"Linville","M",407,3
"Linward","M",59,2
"Linwood","F",5,2
"Linwood","M",12703,2
"Linza","M",5,2
"Linze","F",17,2
"Linzee","F",290,2
"Linzell","M",5,2
"Linzey","F",325,2
"Linzey","M",16,2
"Linzi","F",557,2
"Linzie","F",551,2
"Linzie","M",338,2
"Linzy","F",916,2
"Linzy","M",565,2
"Lio","M",140,1
"Liola","F",6,2
"Lion","M",188,1
"Liona","F",123,2
"Lional","M",100,2
"Lionardo","M",138,3
"Lionel","F",44,2
"Lionel","M",30128,2
"Lionela","F",17,3
"Lionell","M",1586,2
"Lionna","F",10,2
"Lionor","F",22,2
"Lionso","M",11,2
"Lior","F",203,1
"Lior","M",453,1
"Liora","F",801,2
"Lipa","M",809,2
"Lipman","M",6,2
"Lir","M",5,1
"Lira","F",168,2
"Liran","M",28,2
"Liria","F",17,2
"Liridon","M",44,3
"Liridona","F",73,4
"Liriel","F",19,2
"Lirije","F",5,3
"Lirim","M",6,2
"Lirio","F",114,2
"Liron","F",38,2
"Liron","M",79,2
"Lis","F",288,1
"Lisa","F",964973,2
"Lisa","M",2788,2
"Lisaann","F",582,2
"Lisaanne","F",63,3
"Lisabella","F",19,4
"Lisabelle","F",6,4
"Lisabeth","F",1258,3
"Lisah","F",5,2
"Lisajean","F",5,3
"Lisajo","F",10,3
"Lisamaria","F",17,4
"Lisamarie","F",1819,4
"Lisander","M",19,3
"Lisandra","F",1608,3
"Lisandro","F",5,3
"Lisandro","M",1763,3
"Lisania","F",58,3
"Lisann","F",23,2
"Lisanna","F",32,3
"Lisanne","F",408,3
"Lisbed","F",24,2
"Lisbel","F",17,2
"Lisbella","F",5,3
"Lisbet","F",962,2
"Lisbeth","F",5634,2
"Lisbett","F",11,2
"Lisbon","F",5,2
"Lisbon","M",5,2
"Lise","F",2770,2
"Lised","F",5,2
"Lisel","F",89,2
"Liseli","F",5,3
"Liselle","F",33,3
"Liset","F",1020,2
"Lisete","F",8,3
"Liseth","F",702,2
"Lisett","F",488,2
"Lisetta","F",15,3
"Lisette","F",9350,3
"Lish","F",7,1
"Lish","M",24,1
"Lisha","F",2369,2
"Lishia","F",28,2
"Lisi","F",24,2
"Lisia","F",191,2
"Lisiate","M",5,3
"Lisl","F",60,1
"Lisle","F",21,2
"Lisle","M",543,2
"Lislie","F",27,2
"Lismari","F",6,3
"Lismarie","F",23,3
"Lismary","F",60,3
"Liss","F",6,1
"Lissa","F",3874,2
"Lissandra","F",278,3
"Lissandro","M",141,3
"Lissbet","F",5,2
"Lissbeth","F",11,2
"Lisset","F",1442,2
"Lissete","F",432,3
"Lisseth","F",626,2
"Lissett","F",607,2
"Lissette","F",7371,3
"Lissette","M",5,3
"Lissianna","F",5,3
"Lissie","F",934,2
"Lissy","F",71,2
"Lister","M",128,2
"Liston","M",912,2
"Lisvet","F",103,2
"Lisveth","F",6,2
"Lisvette","F",5,3
"Lita","F",4298,2
"Lital","F",29,2
"Litany","F",6,3
"Litasha","F",25,3
"Litcy","F",6,2
"Litha","F",261,2
"Lithzy","F",66,2
"Litia","F",36,2
"Liticia","F",121,3
"Litisha","F",256,3
"Lititia","F",97,3
"Lito","M",22,2
"Litonia","F",5,3
"Litonya","F",26,3
"Litsa","F",21,2
"Litsi","F",6,2
"Litsy","F",92,2
"Litta","F",5,2
"Littie","F",623,2
"Little","F",218,2
"Little","M",1573,2
"Littleton","M",312,3
"Littzy","F",38,2
"Litza","F",5,2
"Litzi","F",495,2
"Litzie","F",12,2
"Litzy","F",6266,2
"Litzy","M",6,2
"Litzzy","F",43,2
"Lium","M",31,1
"Lius","M",5,1
"Liv","F",3762,1
"Liva","F",23,2
"Livan","M",244,2
"Livana","F",32,3
"Livanna","F",7,3
"Livea","F",5,2
"Livee","F",5,2
"Lively","F",123,3
"Livi","F",322,2
"Livia","F",7430,2
"Liviah","F",68,2
"Livian","F",145,2
"Liviana","F",304,3
"Livianna","F",88,3
"Livie","F",291,2
"Livier","F",278,2
"Livija","F",5,3
"Livingston","F",35,3
"Livingston","M",891,3
"Livinia","F",18,3
"Livio","M",165,2
"Liviya","F",152,2
"Livvie","F",33,2
"Livvy","F",226,2
"Livy","F",230,2
"Livya","F",39,2
"Lixandro","M",10,3
"Lixy","F",6,2
"Liya","F",1343,1
"Liyah","F",1726,1
"Liyam","M",14,1
"Liyan","F",5,1
"Liyan","M",13,1
"Liyana","F",614,2
"Liyanah","F",16,2
"Liyanna","F",77,2
"Liyat","F",66,1
"Liyla","F",90,2
"Liylah","F",49,2
"Liyu","F",53,1
"Liz","F",9015,1
"Liza","F",16641,2
"Liza","M",14,2
"Lizabella","F",48,4
"Lizabelle","F",10,4
"Lizabeth","F",5516,3
"Lizah","F",12,2
"Lizaida","F",11,3
"Lizamarie","F",32,4
"Lizandra","F",507,3
"Lizandro","M",778,3
"Lizania","F",85,3
"Lizann","F",103,2
"Lizanne","F",404,3
"Lizardo","M",10,3
"Lizbeht","F",29,2
"Lizbella","F",5,3
"Lizbet","F",1195,2
"Lizbeth","F",24208,2
"Lizbeth","M",31,2
"Lizbett","F",109,2
"Lizbette","F",39,3
"Lizbhet","F",24,2
"Lize","F",5,2
"Lizeht","F",5,2
"Lizel","F",13,2
"Lizelle","F",51,3
"Lizet","F",2477,2
"Lizete","F",48,3
"Lizeth","F",8231,2
"Lizeth","M",9,2
"Lizethe","F",5,3
"Lizett","F",1168,2
"Lizetta","F",11,3
"Lizette","F",11784,3
"Lizette","M",5,3
"Lizhet","F",5,2
"Lizie","F",15,2
"Lizmar","F",37,2
"Lizmari","F",31,3
"Lizmarie","F",460,3
"Lizmary","F",169,3
"Lizneidy","F",5,3
"Lizsandra","F",6,3
"Lizvet","F",62,2
"Lizveth","F",37,2
"Lizvette","F",70,3
"Lizy","F",13,2
"Lizz","F",6,1
"Lizza","F",55,2
"Lizzbeth","F",10,2
"Lizzet","F",624,2
"Lizzete","F",103,3
"Lizzeth","F",546,2
"Lizzett","F",221,2
"Lizzette","F",1706,3
"Lizzi","F",7,2
"Lizzie","F",38784,2
"Lizzie","M",102,2
"Lizzieann","F",16,2
"Lizzy","F",618,2
"Lj","M",176,1
"Ljiljana","F",10,3
"Lladira","F",32,3
"Llamile","F",6,3
"Llana","F",72,2
"Llandel","M",7,2
"Llaneli","F",6,3
"Llanet","F",5,2
"Llareli","F",15,3
"Llarely","F",5,3
"Llasmin","F",47,2
"Llayla","F",5,2
"Llecenia","F",5,3
"Llenifer","F",12,3
"Llesenia","F",202,3
"Llesica","F",14,3
"Llewellyn","F",291,3
"Llewellyn","M",3326,3
"Llewelyn","F",5,3
"Llewelyn","M",82,3
"Llewyn","M",163,2
"Lleyton","M",690,2
"Llia","F",6,1
"Lliam","M",362,1
"Llinda","F",6,2
"Lloana","F",5,2
"Llona","F",27,2
"Llovani","M",5,3
"Lloyal","M",7,1
"Lloyd","F",999,1
"Lloyd","M",160149,1
"Lloyde","M",149,2
"Lloydene","F",11,3
"Lloydine","F",5,3
"Lloyed","M",5,1
"Llubia","F",6,2
"Lluliana","F",26,3
"Llulisa","F",13,3
"Lluvia","F",3047,2
"Lluviana","F",6,3
"Lluvy","F",5,2
"Llyod","M",10,1
"Lo","F",26,1
"Lo","M",33,1
"Loa","F",777,1
"Loagan","M",10,2
"Loagen","M",5,2
"Loah","F",6,1
"Loai","M",18,1
"Loal","M",27,1
"Loammi","F",6,2
"Loan","F",426,1
"Loana","F",54,2
"Loann","F",338,1
"Loanna","F",23,2
"Loanne","F",130,2
"Loany","F",57,2
"Loarine","F",5,3
"Loay","M",45,1
"Loberta","F",11,3
"Lobsang","M",11,2
"Loc","M",274,1
"Locadio","M",11,3
"Loch","M",40,1
"Lochlain","M",17,2
"Lochlainn","M",11,2
"Lochlan","F",45,2
"Lochlan","M",2115,2
"Lochlann","M",186,2
"Lochlen","M",16,2
"Lochlin","M",66,2
"Lochlyn","F",170,2
"Lochlyn","M",33,2
"Lochlynn","F",26,2
"Locie","F",16,2
"Lock","M",16,1
"Locke","M",591,2
"Lockie","F",464,2
"Locklan","M",76,2
"Locklin","M",23,2
"Locklyn","F",227,2
"Locklyn","M",15,2
"Locklynn","F",42,2
"Locksley","M",5,2
"Lockwood","M",27,2
"Locryn","M",20,2
"Loda","F",166,2
"Loddie","F",6,2
"Loddie","M",7,2
"Lodean","F",15,2
"Lodell","F",22,2
"Lodema","F",498,3
"Loden","M",100,2
"Lodena","F",34,3
"Lodia","F",7,2
"Lodie","F",153,2
"Lodine","F",5,3
"Lodis","M",10,2
"Loeda","F",7,2
"Loegan","M",12,2
"Loel","F",5,1
"Loel","M",278,1
"Loella","F",144,2
"Loen","M",6,1
"Loena","F",23,2
"Loene","F",11,2
"Loeta","F",277,2
"Loetta","F",429,2
"Loette","F",23,2
"Loeva","F",30,2
"Loey","F",23,1
"Loften","M",5,2
"Lofton","M",582,2
"Logahn","F",7,2
"Logahn","M",5,2
"Logan","F",24424,2
"Logan","M",320461,2
"Loganjames","M",5,4
"Logann","F",487,2
"Logann","M",22,2
"Loganne","F",39,3
"Logen","F",163,2
"Logen","M",1220,2
"Logene","F",5,3
"Loggan","M",7,2
"Loghan","F",441,2
"Loghan","M",459,2
"Logic","M",24,2
"Login","F",11,2
"Login","M",126,2
"Logon","M",81,2
"Logun","M",378,2
"Logunn","M",5,2
"Logyn","F",232,2
"Logyn","M",173,2
"Logynn","F",36,2
"Lohan","M",10,2
"Lohgan","F",48,2
"Lohgan","M",40,2
"Lohith","M",49,2
"Lohn","M",5,1
"Lohoma","F",12,3
"Loi","F",12,1
"Loi","M",53,1
"Loic","M",307,1
"Loice","F",52,2
"Loice","M",6,2
"Loid","M",39,1
"Loida","F",667,2
"Loie","F",205,1
"Loir","F",10,1
"Lois","F",331960,1
"Lois","M",2637,1
"Loisann","F",184,2
"Loisanne","F",7,3
"Loise","F",817,2
"Loise","M",37,2
"Loisjean","F",13,2
"Loismae","F",11,2
"Loisteen","F",34,2
"Loistene","F",19,3
"Loistine","F",85,3
"Lojain","F",31,2
"Lokelani","F",111,4
"Loken","M",14,2
"Lokesh","M",22,2
"Loki","F",37,2
"Loki","M",1014,2
"Lola","F",87036,2
"Lola","M",275,2
"Lolabelle","F",5,4
"Lolah","F",167,2
"Lolamae","F",79,3
"Lolan","M",5,2
"Lolana","F",6,3
"Lolanda","F",30,3
"Lolani","F",6,3
"Lolar","F",13,2
"Loleatha","F",15,3
"Loleatta","F",5,3
"Lolene","F",26,3
"Loleta","F",1021,3
"Loletha","F",240,3
"Lolethia","F",5,3
"Loletia","F",23,3
"Loletta","F",256,3
"Lolisa","F",25,3
"Lolita","F",8563,3
"Lolitha","F",96,3
"Lolitta","F",35,3
"Lolla","F",41,2
"Lollie","F",1014,2
"Lolly","F",308,2
"Lolo","F",11,2
"Lolo","M",5,2
"Loma","F",2284,2
"Loma","M",5,2
"Loman","M",283,2
"Lomant","M",5,2
"Lomar","M",17,2
"Lomax","M",133,2
"Lometa","F",88,3
"Lomie","F",36,2
"Lomont","M",18,2
"Lon","F",20,1
"Lon","M",9807,1
"Lona","F",10784,2
"Lona","M",17,2
"Lonald","M",75,2
"Lonan","M",17,2
"Lonard","M",5,2
"Lonas","M",41,2
"Londa","F",1669,2
"Londale","M",15,3
"Londan","F",141,2
"Londell","M",640,2
"Londen","F",387,2
"Londen","M",217,2
"Londi","F",5,2
"Londie","F",13,2
"Londin","F",135,2
"Londin","M",6,2
"Londo","M",5,2
"London","F",34486,2
"London","M",8551,2
"Londonmarie","F",18,4
"Londonn","F",5,2
"Londonrose","F",5,4
"Londrea","F",5,2
"Londyn","F",16453,2
"Londyn","M",333,2
"Londynmarie","F",6,4
"Londynn","F",1718,2
"Londynne","F",14,3
"Lone","M",11,2
"Lonel","M",6,2
"Lonell","F",23,2
"Lonell","M",763,2
"Lones","M",11,2
"Lonesha","F",5,3
"Loneta","F",118,3
"Lonetta","F",304,3
"Lonette","F",198,3
"Loney","F",280,2
"Loney","M",505,2
"Long","M",1833,1
"Longin","M",14,2
"Longina","F",25,3
"Longino","M",74,3
"Loni","F",3644,2
"Loni","M",108,2
"Lonia","F",250,2
"Lonie","F",1677,2
"Lonie","M",1078,2
"Lonika","F",5,3
"Lonis","M",16,2
"Lonisha","F",61,3
"Lonita","F",464,3
"Lonn","M",392,1
"Lonna","F",3305,2
"Lonne","M",39,2
"Lonnel","M",70,2
"Lonnell","M",1091,2
"Lonnesha","F",5,3
"Lonnetta","F",61,3
"Lonnette","F",204,3
"Lonney","M",286,2
"Lonni","F",388,2
"Lonni","M",19,2
"Lonnia","F",5,2
"Lonnie","F",6856,2
"Lonnie","M",93727,2
"Lonniel","M",6,2
"Lonniesha","F",5,3
"Lonnisha","F",30,3
"Lonnita","F",5,3
"Lonny","F",60,2
"Lonny","M",6312,2
"Lontrell","M",6,2
"Lonya","F",65,2
"Lonyea","F",5,2
"Lonza","M",360,2
"Lonzel","M",10,2
"Lonzell","M",466,2
"Lonzetta","F",52,3
"Lonzie","M",776,2
"Lonzo","M",3782,2
"Lonzy","M",81,2
"Loomis","M",125,2
"Looney","M",6,2
"Lopaka","M",134,3
"Lopez","M",90,2
"Lor","M",38,1
"Lora","F",51808,2
"Lora","M",249,2
"Lorae","F",80,2
"Lorah","F",97,2
"Lorain","F",1024,2
"Lorain","M",213,2
"Loraina","F",147,3
"Loraine","F",17123,3
"Loraine","M",340,3
"Lorainne","F",40,3
"Loral","F",100,2
"Loral","M",54,2
"Loralai","F",275,3
"Loralea","F",10,3
"Loralee","F",1744,3
"Loralei","F",1283,3
"Lorali","F",345,3
"Loralie","F",779,3
"Loralye","F",198,3
"Loralyn","F",362,3
"Loralynn","F",34,3
"Loramae","F",5,3
"Loran","F",811,2
"Loran","M",3693,2
"Lorana","F",67,3
"Lorance","M",174,3
"Loranda","F",97,3
"Lorane","F",423,3
"Lorane","M",5,3
"Lorann","F",104,2
"Loranna","F",17,3
"Loranne","F",16,3
"Loranza","M",29,3
"Loranzo","M",138,3
"Loras","M",226,2
"Loray","F",86,2
"Lorayn","F",12,2
"Lorayna","F",5,3
"Lorayne","F",1147,3
"Lorcan","M",160,2
"Lord","M",529,1
"Lorde","F",5,2
"Lordina","F",5,3
"Lore","F",1082,2
"Lorea","F",180,2
"Loreal","F",1594,2
"Lorean","F",1368,2
"Loreana","F",10,3
"Loreane","F",29,3
"Loreatha","F",60,3
"Lorece","F",100,3
"Loreda","F",300,3
"Loredana","F",269,4
"Loree","F",3464,2
"Loree","M",5,2
"Loreen","F",3554,2
"Loreena","F",118,3
"Loreene","F",5,3
"Loreeta","F",5,3
"Loreina","F",11,3
"Loreine","F",21,3
"Loreita","F",15,3
"Lorel","F",283,2
"Lorel","M",5,2
"Lorelai","F",4960,3
"Lorelay","F",6,3
"Lorelee","F",160,3
"Lorelei","F",12801,3
"Loreley","F",82,3
"Loreli","F",541,3
"Lorelie","F",367,3
"Lorell","F",305,2
"Lorell","M",42,2
"Lorella","F",345,3
"Lorelle","F",924,3
"Lorely","F",166,3
"Lorelyn","F",11,3
"Loren","F",12197,2
"Loren","M",46017,2
"Lorena","F",43501,3
"Lorena","M",219,3
"Lorence","F",6,3
"Lorence","M",649,3
"Lorencita","F",15,4
"Lorenda","F",829,3
"Lorene","F",39205,3
"Lorene","M",113,3
"Lorenia","F",266,3
"Lorenn","F",5,2
"Lorenna","F",125,3
"Lorensa","F",5,3
"Lorenso","M",402,3
"Lorentz","M",23,2
"Lorenz","M",1667,2
"Lorenza","F",3036,3
"Lorenza","M",3681,3
"Lorenze","M",10,3
"Lorenzia","M",11,3
"Lorenzo","F",307,3
"Lorenzo","M",63783,3
"Loresa","F",39,3
"Lorese","F",23,3
"Loressa","F",18,3
"Loreta","F",1220,3
"Loretha","F",1792,3
"Loreto","F",16,3
"Loreto","M",454,3
"Lorett","F",15,2
"Loretta","F",174841,3
"Loretta","M",501,3
"Lorette","F",1097,3
"Loretto","F",923,3
"Loretto","M",5,3
"Lorey","F",265,2
"Loreyna","F",16,3
"Lorez","F",11,2
"Lori","F",340797,2
"Lori","M",853,2
"Loria","F",1461,2
"Loriah","F",54,2
"Lorian","F",233,2
"Lorian","M",5,2
"Loriana","F",377,3
"Loriane","F",32,3
"Loriann","F",3694,2
"Lorianna","F",366,3
"Lorianne","F",1626,3
"Loribeth","F",130,3
"Lorice","F",344,3
"Lorida","F",5,3
"Lorie","F",21878,2
"Lorie","M",104,2
"Lorieann","F",73,2
"Loriece","F",11,3
"Loriel","F",220,2
"Loriell","F",5,2
"Lorielle","F",306,3
"Lorien","F",862,2
"Loriena","F",5,3
"Loriene","F",124,3
"Lorii","F",16,2
"Lorijean","F",61,3
"Lorijo","F",24,3
"Lorik","M",77,2
"Lorilai","F",12,3
"Lorilea","F",10,3
"Lorilee","F",853,3
"Lorilei","F",233,3
"Lorilie","F",10,3
"Lorilyn","F",296,3
"Lorilynn","F",130,3
"Lorimar","F",28,3
"Lorimer","M",66,3
"Lorin","F",2599,2
"Lorin","M",4695,2
"Lorina","F",1768,3
"Lorinda","F",4665,3
"Lorine","F",8737,3
"Lorine","M",12,3
"Loring","F",22,2
"Loring","M",1284,2
"Lorinne","F",10,3
"Lorinza","M",10,3
"Lorinzo","M",35,3
"Loris","F",1694,2
"Loris","M",574,2
"Lorisa","F",402,3
"Lorise","F",10,3
"Lorisha","F",10,3
"Lorissa","F",1235,3
"Lorita","F",1748,3
"Loritta","F",23,3
"Loriyah","F",6,2
"Lorma","F",70,2
"Lorman","M",7,2
"Lorn","M",805,1
"Lorna","F",28166,2
"Lorna","M",22,2
